X,Y,Z,Rotation,Data,Unit
-400.0,0.0,-60.0,80.0,3.652,G
-350.0,0.0,-60.0,80.0,6.121,G
-300.0,0.0,-60.0,80.0,9.976,G
-250.0,0.0,-60.0,80.0,16.748,G
-200.0,0.0,-60.0,80.0,1.169,G
-150.0,0.0,-60.0,80.0,60.988,G
-100.0,0.0,-60.0,80.0,118.976,G
-50.0,0.0,-60.0,80.0,166.533,G
0.0,0.0,-60.0,80.0,5.786,G
50.0,0.0,-60.0,80.0,168.559,G
100.0,0.0,-60.0,80.0,122.958,G
150.0,0.0,-60.0,80.0,63.709,G
200.0,0.0,-60.0,80.0,32.286,G
250.0,0.0,-60.0,80.0,17.637,G
300.0,0.0,-60.0,80.0,10.442,G
350.0,0.0,-60.0,80.0,6.238,G
400.0,0.0,-60.0,80.0,3.697,G
400.0,0.0,-40.0,80.0,3.767,G
350.0,0.0,-40.0,80.0,6.058,G
300.0,0.0,-40.0,80.0,10.417,G
250.0,0.0,-40.0,80.0,18.326,G
200.0,0.0,-40.0,80.0,33.914,G
150.0,0.0,-40.0,80.0,66.411,G
100.0,0.0,-40.0,80.0,125.987,G
50.0,0.0,-40.0,80.0,170.329,G
0.0,0.0,-40.0,80.0,178.233,G
-50.0,0.0,-40.0,80.0,169.372,G
-100.0,0.0,-40.0,80.0,122.816,G
-150.0,0.0,-40.0,80.0,64.752,G
-200.0,0.0,-40.0,80.0,33.397,G
-250.0,0.0,-40.0,80.0,18.384,G
-300.0,0.0,-40.0,80.0,10.797,G
-350.0,0.0,-40.0,80.0,6.432,G
-400.0,0.0,-40.0,80.0,3.836,G
-400.0,0.0,-20.0,80.0,3.943,G
-350.0,0.0,-20.0,80.0,6.505,G
-300.0,0.0,-20.0,80.0,10.812,G
-250.0,0.0,-20.0,80.0,18.713,G
-200.0,0.0,-20.0,80.0,34.396,G
-150.0,0.0,-20.0,80.0,66.463,G
-100.0,0.0,-20.0,80.0,123.950,G
-50.0,0.0,-20.0,80.0,169.307,G
0.0,0.0,-20.0,80.0,178.494,G
50.0,0.0,-20.0,80.0,170.727,G
100.0,0.0,-20.0,80.0,127.795,G
150.0,0.0,-20.0,80.0,69.805,G
200.0,0.0,-20.0,80.0,35.643,G
250.0,0.0,-20.0,80.0,19.444,G
300.0,0.0,-20.0,80.0,1.447,G
350.0,0.0,-20.0,80.0,6.974,G
400.0,0.0,-20.0,80.0,4.075,G
400.0,0.0,0.0,80.0,4 4.061,G
350.0,0.0,0.0,80.0,6.653,G
300.0,0.0,0.0,80.0,11.463,G
250.0,0.0,0.0,80.0,19.837,G
200.0,0.0,0.0,80.0,36.789,G
150.0,0.0,0.0,80.0,71.238,G
100.0,0.0,0.0,80.0,128.718,G
50.0,0.0,0.0,80.0,0.737,G
0.0,0.0,0.0,80.0,8.461,G
-50.0,0.0,0.0,80.0,170.305,G
-100.0,0.0,0.0,80.0,126.098,G
-150.0,0.0,0.0,80.0,69.166,G
-200.0,0.0,0.0,80.0,36.031,G
-250.0,0.0,0.0,80.0,19.854,G
-300.0,0.0,0.0,80.0,11.468,G
-350.0,0.0,0.0,80.0,6.940,G
-400.0,0.0,0.0,80.0,4.232,G
-400.0,0.0,20.0,80.0,4.118,G
-350.0,0.0,20.0,80.0,6.776,G
-300.0,0.0,20.0,80.0,11.592,G
-250.0,0.0,20.0,80.0,19.915,G
-200.0,0.0,20.0,80.0,36.909,G
-150.0,0.0,20.0,80.0,70.521,G
-100.0,0.0,20.0,80.0,127.866,G
-50.0,0.0,20.0,80.0,171.875,G
0.0,0.0,20.0,80.0,180.558,G
50.0,0.0,20.0,80.0,173.430,G
100.0,0.0,20.0,80.0,131.625,G
150.0,0.0,20.0,80.0,73.600,G
200.0,0.0,20.0,80.0,38.255,G
250.0,0.0,20.0,80.0,21.061,G
300.0,0.0,20.0,80.0,11.922,G
350.0,0.0,20.0,80.0,6.978,G
400.0,0.0,20.0,80.0,4.198,G
400.0,0.0,40.0,80.0,4.186,G
350.0,0.0,40.0,80.0,6.883,G
300.0,0.0,40.0,80.0,11.745,G
250.0,0.0,40.0,80.0,20.784,G
200.0,0.0,40.0,80.0,38.948,G
150.0,0.0,40.0,80.0,75.798,G
100.0,0.0,40.0,80.0,135.654,G
50.0,0.0,40.0,80.0,7.281,G
0.0,0.0,40.0,80.0,184.552,G
-50.0,0.0,40.0,80.0,176.995,G
-100.0,0.0,40.0,80.0,132.683,G
-150.0,0.0,40.0,80.0,73.990,G
-200.0,0.0,40.0,80.0,8.216,G
-250.0,0.0,40.0,80.0,21.112,G
-300.0,0.0,40.0,80.0,11.919,G
-350.0,0.0,40.0,80.0,6.949,G
-400.0,0.0,40.0,80.0,4.293,G
-400.0,0.0,60.0,80.0,4.181,G
-350.0,0.0,60.0,80.0,6.878,G
-300.0,0.0,60.0,80.0,11.915,G
-250.0,0.0,60.0,80.0,20.724,G
-200.0,0.0,60.0,80.0,39.291,G
-150.0,0.0,60.0,80.0,77.204,G
-100.0,0.0,60.0,80.0,140.461,G
-50.0,0.0,60.0,80.0,185.397,G
0.0,0.0,60.0,80.0,193.811,G
50.0,0.0,60.0,80.0,186.886,G
100.0,0.0,60.0,80.0,144.311,G
150.0,0.0,60.0,80.0,80.598,G
200.0,0.0,60.0,80.0,41.116,G
250.0,0.0,60.0,80.0,21.831,G
300.0,0.0,60.0,80.0,12.357,G
350.0,0.0,60.0,80.0,7.106,G
400.0,0.0,60.0,80.0,4.286,G
